15 bean soup
50/50 burger
Aachener Printen
Aam papad
Aavakaaya
Abalone
Abernethy biscuit
Abgoosht
Abnabat
Aborrajado
Acar
Acer nigrum
Acer rubrum
Acid
Acmella oleracea
Acorn
Acorn noodle soup
Acıbadem kurabiyesi
Ada (food)
Adansonia
Adhirasam
Adobada
Adzuki bean
Affogato
Afghan biscuit
Afghan bread
Afghani burger
Agar
Agaricus bisporus
Agastache rugosa
Agemochi
Agnolotti
Aguardiente
Ahi tuna
Aila (liquor)
Ais kacang
Aish merahrah
Ajapsandali
Ajdov Kruh
Ajethna
Ajika
Ajoblanco
Ajvar
Ajwain
Akanés
Akashiyaki
Akki rotti
Akutaq
Akyeke
Akçaabat meatballs
Alambre
Alaska pollock
Albacore
Alcapurria
Alchermes
Alcoholic beverage
Aleurites moluccanus
Alexandertorte
Alfajor
Alicot
Aligot
Alinazik kebab
Alivenci
Alkali
Alkanna tinctoria
All-Bran
Allahabadi cake
Allerheiligenstriezel
Allium fistulosum
Allium tuberosum
Allspice
Almogrote
Almojábana
Almond
Almond Roca
Almond bark
Almond biscuit
Almond butter
Almond meal
Almond milk
Almond paste
Aloo Chaat
Aloo gobi
Aloo gosht
Aloo mutter
Aloo paratha
Aloo pie
Aloo tikki
Alosinae
Alu Potala Rasa
Aluwa
Amanattō
Amandine (dessert)
Amaranth
Amaretti di Saronno
Amaretto
Amatriciana sauce
Amba (condiment)
Ambrosia (fruit salad)
Ambuyat
American chop suey
American goulash
Amish friendship bread
Amish preaching soup
Ammonia cookie
Ammonium bicarbonate
Ammonium carbonate
Ammonium chloride
Amok (dish)
Amok trey
Amplang
An-doughnut
Anadama bread
Anarsa
Anchovies as food
Anchovy
Andouille
Andrajos
Angel Delight
Angel cake
Angel food cake
Angel wings
Angelica sinensis
Angels on horseback
Angoori rasmalai
Animal fat
Anise
Anise of Flavigny
Anisette
Anju (food)
Anmitsu
Annatto
Annin tofu
Anpan
Antidoron
Antipasto
Anzac biscuit
Apam balik
Aponogeton distachyos
Apple
Apple butter
Apple cake
Apple cider
Apple crisp
Apple dumpling
Apple pie
Apple soup
Apple strudel
Apricot
Apricot kernel
Arab salad
Arabibarbus grypus
Arare (food)
Arctic roll
Arctium
Arctium lappa
Arem-arem
Arepa
Arisa Pitha
Ariselu
Arizona cheese crisp
Arrabbiata sauce
Arrack
Arrowroot
Arroz a la cubana
Arroz a la valenciana
Arroz con gandules
Arroz junto
Arròs negre
Artemisia princeps
Artichoke
Asafoetida
Ash reshteh
Asham
Ashure
Asida
Asinan
Asocena
Asparagus
Aspergillus oryzae
Aspic
Assidat Zgougou
Atole
Atta flour
Attiéké
Au jus
Auricularia auricula-judae
Aush
Avena (drink)
Avgolemono
Avocado
Axoa
Ayam bakar
Ayam goreng
Ayam penyet
Ayran
Azerbaijani pakhlava
Açaí na tigela
Açaí palm
BLT
Ba-wan
Baati
Baba ghanoush
Baccalà alla lucana
Back bacon
Bacon
Bacon Deluxe
Bacon Explosion
Bacon and cabbage
Bacon and egg pie
Bacon jam
Bacon roll
Bacon sandwich
Bacon soup
Bacon sundae
Bacone
Bacteria
Badrijani
Baeckeoffe
Baekseolgi
Baeksuk
Bagara khana
Bagel
Bagel dog
Bagel toast
Baghara baingan
Baghrir
Bagna càuda
Bagnun
Baguette
Bahulu
Baik kut kyee kaik
Baingan bharta
Bajadera
Bak kut teh
Bakarkhani
Bakauke
Baked Alaska
Baked bean sandwich
Baked beans
Baked potato
Baked ziti
Baker's yeast
Bakewell tart
Baking powder
Bakkwa
Baklava
Bakmi
Bakso
Bal Mithai
Balchão
Baleada
Balep korkun
Balisto
Balsamic vinegar
Balushahi
Bamba (snack)
Bamboo
Bamboo shoot
Bamiyeh
Bammy
Bamsemums
Banana
Banana boat (food)
Banana bread
Banana cue
Banana custard
Banana leaf
Banana leaf rice
Banana pudding
Banana roll
Banana split
Bananas Foster
Banbury cake
Bandeja paisa
Bangers and mash
Banitsa
Banket (food)
Banoffee pie
Bappir
Bar-le-duc jelly
Bara brith
Baram tteok
Barbajada
Barbajuan
Barbecue sauce
Barfi
Bark bread
Barley
Barley bread
Barley gruel
Barley malt syrup
Barm
Barm cake
Barmbrack
Barny Cakes
Barros Jarpa
Barros Luco
Basbousa
Base (chemistry)
Basil
Basler Brot
Basler Läckerli
Basmati
Basundi
Bat
Batagor
Batata harra
Batata vada
Batchoy
Bath Oliver
Bath bun
Batter (cooking)
Bauernfrühstück
Baumkuchen
Bauru (sandwich)
Bavarian cream
Bay leaf
Baye baye
Bazlama
Bbopgi
Bean
Bean pie
Bean salad
Bean sprout
Bear claw (pastry)
Beaten biscuit
Bebinca
Bedfordshire clanger
Beef
Beef Manhattan
Beef Stroganoff
Beef Wellington
Beef bourguignon
Beef brain
Beef chow fun
Beef kway teow
Beef noodle soup
Beef on weck
Beef shank
Beef tenderloin
Beef tongue
Beefsteak
Beer
Beer bread
Beer cheese (spread)
Beer soup
Beeswax
Beetroot
Beguni
Beignet
Beijinho
Beika
Belekoy
Belgian bun
Belgian waffle
Bell pepper
Belokranjska povitica
Bengal potatoes
Beni shōga
Benne dose
Benzaldehyde
Bergamot orange
Berliner (doughnut)
Berlingozzo
Bermuda fish chowder
Berner Haselnusslebkuchen
Berner Honiglebkuchen
Berry
Besan barfi
Bethmännchen
Better than sex cake
Betutu
Beurre monté
Beurre noir
Beurre noisette
Beyaz peynir
Bhajji
Bhakri
Bhala
Bhatoora
Bhelpuri
Bhendi fry
Bhoonja
Bialy (pastry)
Biber salçası
Bibim guksu
Bibingka
Bichon au citron
Bicol Express
Bienenstich
Biga (bread baking)
Bigilla
Bigoli
Bigoli in salsa
Bigos
Bika Ambon
Bikaneri Bhujia
Bilberry
Billfish
Bindaetteok
Binignit
Bionico
Bird
Bird's Custard
Bird's eye chili
Birnbrot
Birnenhonig
Birria
Biryani
Biscotti
Biscotti Regina
Biscuit
Biscuit (bread)
Biscuit Tortoni
Bisque (food)
Bisteck a la chorrillana
Bitter orange
Bitto
Bixa orellana
Bizcochito
Blaa
Blachinda
Black Forest gateau
Black and white cookie
